Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ankorstore Casing (product.metafields.asc.casing),Ankorstore VAT (product.metafields.asc.vat),Cable and fitting included (product.metafields.custom.cable_fitting),Capacity (ml) (product.metafields.custom.capacity__ml_),Care & Maintenance (product.metafields.custom.care___maintenance),Color Selector (product.metafields.custom.color_selector),Color (product.metafields.custom.colour),Country of origin (product.metafields.custom.country_origin),Diameter (product.metafields.custom.diameter),Diameter glass (product.metafields.custom.diameter_glass),Dishwasher proof (product.metafields.custom.dishwasher_proof),ETA (product.metafields.custom.eta),Food proof (product.metafields.custom.food_proof),Stand included (product.metafields.custom.including_stand),Inner cushion included (product.metafields.custom.inner_cushion),Lightspeed Internal ID (product.metafields.custom.internal_id),Lightspeed Internal Variant ID (product.metafields.custom.internal_variant_id),Material (product.metafields.custom.material),metro_destination_region1 (product.metafields.custom.metro_destination_region),metro_destination_region2 (product.metafields.custom.metro_destination_region2),metro_inventory_id (product.metafields.custom.metro_inventory_id),Microwave proof (product.metafields.custom.microwave_proof),Oven proof (product.metafields.custom.oven_proof),Size (product.metafields.custom.size),Size Selector (product.metafields.custom.size_selector),Length (product.metafields.custom.size_x_value),Height (product.metafields.custom.size_y_value),Width (product.metafields.custom.size_z_value),Type of fitting (product.metafields.custom.type_of_fitting),Usage (product.metafields.custom.usage),Variation products (product.metafields.custom.variation_products),Variation value (product.metafields.custom.variation_value),Washing protocol (product.metafields.custom.washing_protocol),Waterproof (product.metafields.custom.waterproof),Voltage (product.metafields.custom.watt),Wattage (product.metafields.custom.wattage),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Barware material (product.metafields.shopify.barware-material),Basket material (product.metafields.shopify.basket-material),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021754_the-cascais-cup.jpg?v=1773741403,4,the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021751_the-cascais-cup.jpg?v=1773741403,5,the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021753_the-cascais-cup.jpg?v=1773741403,6,the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021752_the-cascais-cup.jpg?v=1773741403,7,the-cascais-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-oval-plate-s,The Cascais Oval Plate - S,"When having brunch, lunch or dinner, nothing is more pleasing than an attractively set table with beautifully chosen tableware. We love the unique design and colour shades of our Portuguese ceramics. A true must-have for every occasion. Best of all, they're designed to be strong and chip-proof.
 This white edition with a hint of gold is perfect for anything from a formal dinner to a summer picnic. This handmade tableware can vary in colour. This is not a manufacturing defect, but a unique feature of the material and the method of making.",Bazar Bizar Antwerp,Uncategorized,Plates,"",true,Title,Default Title,,,,,,,,POCE059W-S,530.0,shopify,406,deny,manual,16.95,0.00,true,true,,,,,6097314498467,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028954_poce059w-s-set6.jpg?v=1773655697,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,White,Portugal,,,,,,,,,,Stoneware,,,,,,,,16,3,7,,Indoor,,,,,,,,,,,,,,,,,,kg,,6.66,active
the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0013867_the-cascais-oval-plate-s_c7406279-c330-483e-aaa9-aafd74571f7d.jpg?v=1773655697,2,the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021391_the-cascais-oval-plate-s_0c519e00-1c63-4393-a772-8c6163ba5ad3.jpg?v=1773655697,3,the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021797_the-cascais-oval-plate-s_75eed844-8a64-4d12-901e-f847e37cfafa.jpg?v=1773655697,4,the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021799_the-cascais-oval-plate-s_6db12314-2298-4716-8ce8-68140538d2ac.jpg?v=1773655697,5,the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021800_the-cascais-oval-plate-s_6d3e126d-219a-4118-91a3-f88308b9309b.jpg?v=1773655697,6,the-cascais-oval-plate-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,The Comporta Oval Bowl - L,"When having brunch, lunch or dinner, nothing is more pleasing than an attractively set table with beautifully chosen tableware. We love the unique design and colour shades of our Portuguese ceramics. Best of all, they're designed to be strong and chip-proof!
 This handmade tableware can vary greatly in colour - from brown to deep blue or even with shades of green. This is not a manufacturing defect, but a unique feature of the material and the method of making.
 The Comporta Collection is made using crackle glaze finish. This finish is known to show a different intensity of crackles with each item. These crackles are therefore part of the decoration of this collection.",Bazar Bizar Antwerp,Uncategorized,Bowls,"",true,Title,Default Title,,,,,,,,POCE027Y-L,750.0,shopify,850,deny,manual,39.95,0.00,true,true,,,,,7438246121143,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028653_poce027y-l-set4.jpg?v=1773655696,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Mixed Colours,Portugal,,,Yes,,Yes,,,,,Stoneware,,,,Yes,No,,,25,6,16,,Indoor,,,,,,,,,,,,,,,,,,kg,,10.77,active
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025211_the-comporta-oval-bowl-l.jpg?v=1773655696,2,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025210_the-comporta-oval-bowl-l.jpg?v=1773655696,3,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025215_the-comporta-oval-bowl-l.jpg?v=1773655696,4,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025214_the-comporta-oval-bowl-l_bc3356ab-b7c7-4bd4-8957-88cd69857483.jpg?v=1773655696,5,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025213_the-comporta-oval-bowl-l_abbabc8f-28d8-4f4b-864f-3cd4e875471f.jpg?v=1773655696,6,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025216_the-comporta-oval-bowl-l.jpg?v=1773655696,7,the-comporta-oval-bowl-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-pasta-plate,The Cascais Pasta Plate,"When having brunch, lunch or dinner, nothing is more pleasing than an attractively set table with beautifully chosen tableware. We love the unique design and colour shades of our Portuguese ceramics. A true must-have for every occasion. Best of all, they're designed to be strong and chip-proof!
 This white edition with a hint of gold is perfect for anything from a formal dinner to a summer picnic. This handmade tableware can vary in colour. This is not a manufacturing defect, but a unique feature of the material and the method of making.",Bazar Bizar Antwerp,,Plates,"",true,Title,Default Title,,,,,,,,POCE052W,800.0,shopify,374,deny,manual,24.95,0.00,true,true,,,,,6097314484439,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028939_poce052w-set4.jpg?v=1773655696,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,White,Portugal,,,,,,,,,,Stoneware,,,,,,,,22,4.5,22,,Indoor,,,,,,,,,,,,,,,,,,kg,,9.95,active
the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0024036_the-cascais-pasta-plate.jpg?v=1773655696,2,the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0024038_the-cascais-pasta-plate.jpg?v=1773655696,3,the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0024037_the-cascais-pasta-plate.jpg?v=1773655696,4,the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0024034_the-cascais-pasta-plate.jpg?v=1773655696,5,the-cascais-pasta-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-coa-serving-platter-l,The Côa Serving Platter - L,"The Côa is made for both everyday meals and fancy dinner parties. Pair it with the matching Côa collection to create a cohesive, stylish look that will wow your guests. Whether it's pasta night or a five-course feast, this plate's smooth finish and earthy charm make every dish look irresistible. We love the unique design and colour shades of our Portuguese ceramics.
 This handmade tableware can vary significantly in color, ranging from grey to shades with a blue undertone. These variations are not manufacturing defects but unique features of the material and craftsmanship.",Bazar Bizar Antwerp,Uncategorized,Serving Dishes & Trays,"",true,Title,Default Title,,,,,,,,POCE066Y,900.0,shopify,107,deny,manual,32.95,0.00,true,true,,,,,6097314516574,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028991_poce066y-set4_4_1570bb6f-3a23-4ce0-be3c-df02efb66284.jpg?v=1773655696,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Mixed Colours,Portugal,,,,,,,,,,Stoneware,,,,,,,,34,4.1,16.5,,Indoor,,,,,,,,,,,,,,,,,,kg,,14.99,active
the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021061_the-coa-serving-platter-m_7b53dde9-9ff3-42e1-aefc-93c1b587d845.jpg?v=1773655696,2,the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021060_the-coa-serving-platter-m_963453aa-f5f8-44b7-bf5b-ec78f25417f4.jpg?v=1773655696,3,the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021015_the-coa-serving-platter-s_8efb4647-e517-468e-82a0-75b11290881d.jpg?v=1773655696,4,the-coa-serving-platter-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-aqua-salad-plate,The Aqua Salad Plate,"Elevate your salads, appetizers, or small bites with the Aqua Salad Plate! Designed with a sleek, modern shape and vibrant aqua glaze, this plate brings a pop of color and style to any meal. Perfect for serving crisp salads, tapas, or even desserts, it adds a touch of sophistication to both everyday dining and special occasions.
 This handmade tableware can vary significantly in color and different shades of blue. These variations are not manufacturing defects but unique features of the material and craftsmanship.",Bazar Bizar Antwerp,Uncategorized,Plates,Sale,true,Title,Default Title,,,,,,,,POCE082Bl,530.0,shopify,262,deny,manual,10.77,17.95,true,true,,,,,6097314525576,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028985_poce082bl-set6.jpg?v=1773655696,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Blue,Portugal,,,,,,,,,,Stoneware,,,,,,,,22,2,22,,Indoor,,,,,,,,,,,,,,,,,,kg,,4.77,active
the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021139_the-aqua-salad-plate_be1f953e-0af9-494b-9685-cbc328272be9.jpg?v=1773655696,2,the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021138_the-aqua-salad-plate_c0ea7bad-7bb3-4ab9-b0c7-0d08eda4d28d.jpg?v=1773655696,3,the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021137_the-aqua-salad-plate_0d67e532-bdda-4008-9da0-13a838e5ef9a.jpg?v=1773655696,4,the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021038_the-aqua-salad-plate_9ad34f3b-f79e-4c4f-a7a9-208f3525d6f4.jpg?v=1773655696,5,the-aqua-salad-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-espresso-cup-s,The Cascais Espresso Cup - S,"<p>Each pour into The Cascais Espresso Cup brings a simple sip to life, shaping a slow, mindful moment. This beige espresso cup glows with muted ceramic warmth, inviting tactile attention and quiet sensory reflection.</p>
<p>Balanced and compact, it sits naturally in hand, enhancing intimate coffee rituals. Rounded contours guide fingers gently, while its small scale encourages deliberate sipping. Every interaction blends aroma, warmth, and calm presence, turning ordinary espresso into an attentive ritual suitable for morning or afternoon pauses.</p>
<p>Hand-formed by skilled artisans, each cup bears a distinctive silhouette and subtle personality. Every piece honors craftsmanship and celebrates the individuality of natural ceramic.</p>",Bazar Bizar Antwerp,,Cups & Mugs,"",false,Title,Default Title,,,,,,,,POCE053W-S,170.0,shopify,-5,deny,manual,11.95,0.00,true,true,,,,,6097314488437,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021998_the-cascais-espresso-cup-s.jpg?v=1773655636,1,the-cascais-espresso-cup-s,false,Beige Espresso Cup Crafted for Mindful Coffee Moments,Experience the beige espresso cup with hand-formed ceramic artistry and mindful design. Explore craftsmanship on our website today.,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,White,Portugal,,,,,,,,,,Stoneware,,,,,,,,5,6,9,,Indoor,,,,,,,,,,,,,,,,,,kg,,4.95,draft
the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0022002_the-cascais-espresso-cup-s.jpg?v=1773655636,2,the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0022001_the-cascais-espresso-cup-s.jpg?v=1773655636,3,the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021999_the-cascais-espresso-cup-s.jpg?v=1773655636,4,the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0022000_the-cascais-espresso-cup-s.jpg?v=1773655636,5,the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021259_the-cascais-espresso-cup-s_9461edb2-61fe-45b7-ac1a-f5fc931a0a6f.jpg?v=1773655636,6,the-cascais-espresso-cup-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-peniche-mug-l,The Peniche Mug - L,"<p>Ridges of earthy clay catch the morning light, the Peniche Mug waiting quietly for your first sip. Its textured surface invites the hand, offering a moment to pause and notice the subtle warmth of stoneware.</p>
<p>Its generous form makes it a large ceramic coffee mug, perfect for slow, mindful drinks. The sturdy handle and smooth interior provide comfort, while its natural stoneware retains heat, enhancing aromas and flavors with every sip. Ideal for sunlit mornings or quiet desk moments, it elevates simple rituals with tactile presence.</p>
<p>Handcrafted in Portugal, each piece reveals subtle variations in tone and texture. Every mug is uniquely formed, a quiet testament to artisanal skill and natural beauty.</p>",Bazar Bizar Antwerp,Uncategorized,Cups & Mugs,Sale,true,Title,Default Title,,,,,,,,POCE073Y,350.0,shopify,180,deny,manual,12.00,20.00,true,true,,,,,6097314524593,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029699_poce073y.jpg?v=1773434718,1,"",false,Rustic Stoneware Mug for Mindful Sips and Timeless Craft,Handcrafted rustic stoneware mug with subtle textures and generous form. Elevate your coffee moments and shop this artisanal piece now.,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Mixed Colours,Portugal,,,,,,,,,,Stoneware,,,,,,,,13.5,8.5,9,,Indoor,,,,,,,,,,,,,,,,,,kg,,5.50,active
the-peniche-mug-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029698_poce073y_2.jpg?v=1773434718,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-peniche-mug-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029697_poce073y_3.jpg?v=1773434718,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-peniche-mug-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029696_poce073y_4.jpg?v=1773434718,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,The Comporta Pasta Plate - L,"When having brunch, lunch or dinner, nothing is more pleasing than an attractively set table with beautifully chosen tableware. We love the unique design and colour shades of our Portuguese ceramics. Best of all, they're designed to be strong and chip-proof!
 This handmade tableware can vary greatly in colour - from brown to deep blue or even with shades of green. This is not a manufacturing defect, but a unique feature of the material and the method of making.
 The Comporta Collection is made using crackle glaze finish. This finish is known to show a different intensity of crackles with each item. These crackles are therefore part of the decoration of this collection.",Bazar Bizar Antwerp,Uncategorized,Plates,"",false,Title,Default Title,,,,,,,,POCE023Y-L,800.0,shopify,-36,deny,manual,24.95,0.00,true,true,,,,,7438246129118,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0028926_poce023y-l-set4.jpg?v=1773741667,1,"",false,,,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Mixed Colours,Portugal,,,,,,,,,,Stoneware,,,,,,,,22,5,22,,Indoor,,,,,,,,,,,,,,,,,,kg,,9.95,draft
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025217_the-comporta-pasta-plate-l.jpg?v=1773741667,2,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025220_the-comporta-pasta-plate-l.jpg?v=1773741667,3,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025221_the-comporta-pasta-plate-l.jpg?v=1773741667,4,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025219_the-comporta-pasta-plate-l_59a019cf-6fcf-433b-8a16-f4b119be5213.jpg?v=1773741667,5,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025223_the-comporta-pasta-plate-l.jpg?v=1773741667,6,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0025222_the-comporta-pasta-plate-l.jpg?v=1773741667,7,the-comporta-pasta-plate-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
